PL_score1,PL_score2,PL_score3,PL_score4,PL_score5,PL_score6,PL_score7,PL_score8
25,49.41808836,49.77000974,49.32168822,49.33143923,49.34157877,88.67573402,162.0493969
26,49.32902488,49.32902488,49.32902488,49.33143923,49.31889118,50.25719606,49.32965022
27,49.7973772,49.79158661,49.29410757,49.33143923,49.45143379,49.51668989,50.39414994
28,50.24941532,49.44265064,49.81078096,49.33143923,49.34869558,49.34891733,49.3365462
29,49.98744855,49.3474495,49.37907611,49.33143923,49.33772872,49.33868715,49.33284327
30,182.1427873,105.1106409,62.49364708,49.33143923,50.26163518,49.36026283,159.5152456
31,49.33137679,49.33137679,49.33137679,49.32804893,49.3312134,49.34800031,49.33742666
32,49.32969888,49.32969888,49.32969888,49.33143923,49.34304185,49.33765686,49.58241089
33,61.53267257,49.3403238,49.97174572,49.33143923,49.33004224,49.47265078,49.71546248
34,53.41114928,177.7719441,49.32843504,49.33143923,153.1756722,162.4438771,133.1407127
35,49.3019624,49.33972416,49.32917806,49.33143923,49.34161494,49.34689713,83.25746578
36,49.34701021,49.34136582,49.34837669,49.33143923,49.33880013,49.55610448,49.50179558
37,49.33141291,49.33147408,49.33138415,49.33143923,49.33007026,49.34902949,49.6462637
38,231.130011,201.5092057,107.6216809,49.33143923,49.14701703,49.54957909,49.29328943
39,49.34921037,49.50989608,50.0536723,49.33143923,49.33274774,49.33823559,49.79977836
40,51.39740407,49.27132489,49.32670062,49.33143923,49.34928312,49.34921124,49.39911234
41,49.31675926,49.31675926,49.31795792,49.33143923,49.34789208,50.25599976,1536.899652
42,49.72756589,50.08071217,49.34578455,49.33143923,49.66564528,63.6713476,238.8215245
43,153.3145206,50.99063986,50.60270969,49.33143923,49.32536279,49.34290983,49.331913
44,49.6514747,49.95749529,49.33107465,49.33143923,49.20778222,49.31652206,50.96411249
45,49.67193016,49.3440128,49.27516726,49.33143923,49.35375792,199.8157468,244.1266154
46,49.89613428,49.71107478,49.37753854,49.33143923,49.3336602,49.32796085,49.43553001
47,94.86135898,92.30677815,49.28441612,49.33143923,49.34317237,49.24061764,49.34653442
48,49.34008005,49.3486557,49.83298969,49.33143923,49.34176042,224.2941535,104.3235773
49,49.30263013,49.34025045,49.34618764,49.33143923,49.34757285,49.34247732,156.6465909
50,49.60345031,49.34451247,49.34023926,49.33143923,49.74568745,154.3452116,101.3509469
51,93.56084332,155.1843456,49.56224971,49.33143923,49.33886764,93.8680968,70.2768687
52,173.0529807,199.8408548,49.25676457,49.33143923,49.3470443,102.4042005,91.27960335
53,1364.172301,101.7769847,49.18565192,49.33143923,49.80998386,57.5566436,49.49047708
54,58.62606275,108.5214355,49.29659745,49.33143923,49.43823252,201.7520952,96.56296797
55,107.7617696,112.4660914,49.33243635,49.33143923,49.34882843,50.47471838,50.6664451
56,49.31235988,49.33521629,49.57673588,49.33143923,51.84481132,1358.112939,203.2951643
57,49.67666741,49.78016847,49.3481077,49.33143923,49.56545614,49.40050206,48.85230213
58,49.34748001,49.30378564,49.29195002,49.33143923,49.30315914,55.55977848,49.74134696
59,152.9913006,201.7973502,135.704253,49.33143923,51.39357099,49.82173538,49.15426856
60,49.33778936,49.31200456,49.33849409,49.32848219,49.31620299,49.34702255,49.33830476
61,49.33143766,49.32740366,49.33140995,49.33143923,49.3282838,49.33134267,49.32758532
62,49.30027499,49.34913902,49.34449869,49.33002887,49.33850086,49.33834442,49.34118612
63,49.32444606,49.32444606,49.32958965,49.32130157,49.33146818,49.3418359,49.3314985
64,49.31106306,49.34364412,49.34612783,49.33143923,49.34095439,49.32285582,49.34267688
65,49.36833978,49.34896178,49.34354024,49.33143923,49.34136548,49.32557145,49.34344422
66,49.34682543,49.34054182,49.32306815,49.33143923,49.3429649,49.64436149,49.4523359
67,49.30066367,49.3490863,49.29596388,49.33143923,49.3345364,49.3345364,49.3345364
68,50.4957478,49.41785694,49.33633201,49.33143923,49.34910956,50.87254713,223.4444814
69,49.20396246,49.34844839,49.31703639,49.33143923,49.32970322,49.34708405,49.31835173
70,49.32291105,49.32291105,49.32291105,49.33143923,49.34582093,49.83983363,49.34696747
71,50.07420606,50.87087944,49.3460111,49.33143923,49.67705943,49.91141887,49.76669324
72,49.34598827,49.3446463,49.34746959,49.33143923,49.34845243,50.33911358,50.90390075
73,49.28654445,49.34575946,50.16675317,49.33143923,49.34632087,49.32811179,49.34024328
74,49.32328697,49.32328697,49.32334222,49.33143923,49.35250766,50.29329911,90.58141722
75,49.34842345,49.29091542,49.34765977,49.33143923,49.33040814,49.3465296,49.34721189
76,234.4962797,235.7085445,49.34152682,49.33143923,49.64740643,49.28457336,50.02978057
77,49.55896058,49.32884498,49.39859764,49.33143923,49.34030551,49.30031265,49.72770674
78,49.34121947,49.4683414,49.34561726,49.33143923,49.32989829,49.34100451,49.37640157
79,52.49931329,53.04599112,49.31248022,49.33143923,53.71645345,52.67408371,52.08642206
80,198.6109797,153.5912799,142.8932851,49.33143923,49.63919704,49.21107827,49.68061528
81,49.34596048,49.34676725,49.25929303,49.33143923,49.34299491,92.87879736,240.5496228
82,73.78227123,63.65029364,49.34906305,49.33143923,49.89622338,49.33859129,49.27573929
83,99.96722039,59.04529451,206.6729062,49.33143923,103.9998301,225.2963107,79.83635513
84,86.19010539,86.05970195,49.33899666,49.33143923,53.61313638,107.7979916,106.814794
85,63.57847194,109.0406399,154.1798954,49.33143923,231.6213164,137.1674821,180.3894028
86,225.0048176,237.0738595,108.6671658,49.33143923,49.23735627,49.31168754,49.62508427
87,49.33147959,49.33147959,49.33147959,49.33143923,49.32794698,49.3301789,49.33508485
88,49.32083789,49.32084557,49.32085256,49.33143923,49.33568693,49.33224486,49.33590833
89,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923,49.31694585
90,49.32811841,49.33143955,49.33143955,49.33143923,49.32987981,49.34723907,49.36618111
91,49.33148559,49.33148559,49.33137629,49.33143923,49.33137496,49.33133524,49.31408941
92,49.32735084,49.32735084,49.32735084,49.33143923,49.33137806,49.32842189,49.32841118
93,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923
94,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923
95,49.32942321,49.32942321,49.33128822,49.33143923,49.34827723,49.34299809,49.24517982
96,49.33166828,49.33166828,49.33164612,49.33143923,49.32940605,49.33119096,49.3311389
97,49.32941412,49.33123046,49.32937586,49.33143923,49.34896077,49.33622818,49.33450614
98,49.33144544,49.33144544,49.33147567,49.33143923,49.33133573,49.33011272,49.3283142
99,50.02393956,51.43378552,49.34304873,49.33143923,49.3305845,49.34874992,49.87239685
100,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923,49.32894486
101,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923
102,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923,49.33143923
104,49.34096809,49.67718101,49.30327094,49.33143923,49.32840572,49.32840572,49.32840572
105,49.32543902,49.34869688,49.32973396,49.33143923,49.33143923,49.33143923,49.33143923
106,49.34115185,49.34887709,49.32901392,49.33143923,49.96603125,49.19290321,49.7637501
