PL_score1,PL_score2,PL_score3,PL_score4,PL_score5,PL_score6,PL_score7,PL_score8
64,35.47038128,35.51966284,35.59951121,35.58769765,35.35488191,35.55047748,35.56536367
65,35.51481182,35.59865125,35.57068227,35.55443142,41.67989422,35.3520961,161.0971357
66,35.37880534,35.58269776,35.37368777,35.50298597,35.54453358,35.50840932,35.60402264
67,35.57270468,35.56696998,35.4901038,35.31305957,35.56198181,35.45192416,35.41416479
68,85.71913619,43.7953804,34.8727555,35.4136608,46.69087218,86.09327363,84.94782309
69,35.46047925,35.55557145,35.59053091,35.56210305,35.49082621,35.36900398,1295.110131
70,35.48372251,35.52064708,35.36817133,35.59956059,35.5720491,33.3081677,35.51913824
71,157.8029816,35.19331916,35.51367885,35.5293074,40.87200334,124.952542,39.08215462
72,35.58718638,34.86143709,35.38862341,35.58080237,85.04834922,1291.182205,82.85434643
73,1297.433848,36.82313535,35.31066309,35.55900625,35.38928252,35.43207608,35.50614936
74,35.44184858,35.34930176,35.52684995,35.54522242,35.5701954,35.49335716,35.47875611
75,35.46580785,36.05154715,35.40557593,35.53995118,35.54476764,82.58216893,37.64571984
76,65.13094044,1278.219286,35.59001548,35.55911589,35.39610932,72.54552,126.3485443
77,35.51622072,35.5563218,73.74850876,35.57879376,35.14140633,35.24221247,30.37439864
78,35.46036505,35.47469122,35.48067123,35.51953639,35.48269258,35.5895863,35.51839685
79,30.10893234,35.45087503,35.25885558,35.5001369,45.43905376,160.9494648,35.03260379
80,115.7525104,124.9663702,35.50683535,35.58359652,35.28365096,35.48755149,35.25840149
81,35.80922024,36.84970885,35.6343163,35.56332983,75.22271676,158.7435601,83.35723078
82,78.42964273,78.41564397,122.4178718,35.407217,35.50005778,35.5395251,35.43051069
83,85.68333489,73.71542523,47.07760292,35.44130949,1291.405775,40.5202505,1324.132463
84,64.56403326,65.71778636,79.47315269,35.53346408,35.20458321,61.38453647,67.29722509
85,35.65327499,35.73755737,35.55169731,35.55492839,28.12026369,1289.118737,88.75175039
86,35.77543276,35.51562238,35.42243214,35.5239993,35.09576563,35.17123461,35.32534993
87,35.45686743,35.39172801,35.59126078,35.59511487,35.55891858,35.27917663,35.49475909
88,35.5363749,35.4957107,35.52913952,35.56277187,35.46647177,35.30945547,35.43364269
89,35.31157085,35.38277615,35.2094114,35.41220252,35.56687164,35.34058933,35.58684714
90,35.56247939,35.52425794,35.35487987,35.49186439,35.36343863,35.58269049,35.86144488
91,35.51216629,35.49286775,35.42919572,35.52199802,35.59440269,35.5809933,35.42840066
92,35.53248855,35.47207825,35.61462948,35.37701837,35.4691229,35.28222212,35.53748168
93,35.5502239,35.59680804,35.53974039,35.54042285,35.50031716,35.5779988,35.57720599
94,35.58907885,35.51667424,35.56890655,35.62181439,35.51802197,35.51560808,35.5862997
95,35.5552584,35.46513168,35.51842979,35.53522349,35.34374939,35.4462193,35.57123551
96,35.59918435,35.58355392,35.53812974,35.56788915,35.54303322,35.43689505,35.57769459
97,35.61838894,35.49931871,35.49362485,35.59687667,35.58792773,35.45418389,35.57387474
98,35.5114967,35.57619205,35.42590511,35.41710031,35.57659083,35.46187874,35.59833708
99,35.52537784,35.56696326,35.50218049,35.41944043,35.56771312,35.61154437,30.4953983
100,35.56666016,35.49666996,35.50458668,35.58089389,35.53406678,35.5902879,35.25477168
101,35.51257169,35.31929715,35.2421393,35.58215703,35.33414443,35.39567195,35.5837995
102,35.47194861,35.51469664,35.3468504,35.53029133,35.18363462,35.58932961,35.42577417
104,35.57582439,35.52910656,35.58515073,35.55968997,46.49508251,44.553386,37.24511746
105,35.53158736,35.35586203,35.57006244,35.56538998,35.81293405,35.47341691,35.31242179
106,83.06809088,40.23515415,87.14311037,35.59533071,35.25161949,35.4631175,35.32098408
